iter	Logloss
0	0.611737654
1	0.5181780008
2	0.4377759571
3	0.3805207482
4	0.3432708956
5	0.3185627526
6	0.2921920161
7	0.2683926795
8	0.2546448391
9	0.2354266595
10	0.2167993006
11	0.2040733134
12	0.1958828096
13	0.1827183379
14	0.1742920735
15	0.1639045868
16	0.1574858619
17	0.1523457481
18	0.142205556
19	0.1373669504
20	0.1327949461
21	0.1297614148
22	0.1259499447
23	0.1216400946
24	0.1184695789
25	0.1132627373
26	0.1104505231
27	0.1077562916
28	0.104773693
29	0.1010829824
30	0.09911741506
31	0.09738596612
32	0.09518140244
33	0.09379924161
34	0.09218165608
35	0.09088309603
36	0.08880836063
37	0.0880215418
38	0.08719118209
39	0.08600491155
40	0.08490116975
41	0.08355601946
42	0.08255011885
43	0.08196930603
44	0.08066038227
45	0.07986834215
46	0.07922850394
47	0.07854657073
48	0.07760396566
49	0.0768499596
50	0.07655511007
51	0.0761056854
52	0.0756696349
53	0.07510153445
54	0.07475682659
55	0.07406299711
56	0.07344036347
57	0.07316762863
58	0.07294591927
59	0.07228345587
60	0.07181754915
61	0.07147722379
62	0.07102850589
63	0.07074828098
64	0.07032989748
65	0.06975635209
66	0.06932015859
67	0.06915731239
68	0.06883923655
69	0.06854510488
70	0.06833817071
71	0.06799458645
72	0.06774549331
73	0.06754160938
74	0.06738164552
75	0.06720523741
76	0.06694855847
77	0.06670612499
78	0.06649300543
79	0.06630498983
80	0.06614216728
81	0.06607181886
82	0.06580504362
83	0.06569246172
84	0.06539818909
85	0.06521642531
86	0.06506403191
87	0.06490473616
88	0.06469972397
89	0.06452221519
90	0.06429680544
91	0.0641162416
92	0.06395539513
93	0.06383434528
94	0.06368562977
95	0.06353056295
96	0.06338058376
97	0.06320312351
98	0.06305956148
99	0.06297325452
100	0.06283173497
101	0.06271616827
102	0.06253020703
103	0.06246536546
104	0.06236177632
105	0.06225804375
106	0.06212713149
107	0.06204141498
108	0.06194311687
109	0.06186477117
110	0.06177374036
111	0.06166014844
112	0.06160543747
113	0.06148047044
114	0.0614006202
115	0.0613153752
116	0.06124511823
117	0.06108511647
118	0.06104421422
119	0.06094640607
120	0.06084389395
121	0.06076787802
122	0.06071629389
123	0.06064389842
124	0.06055844002
125	0.060480409
126	0.06040381105
127	0.06034531179
128	0.06029455851
129	0.06023449696
130	0.06016994987
131	0.06011830137
132	0.06001611292
133	0.05995039842
134	0.05992213056
135	0.05985992597
136	0.05977443116
137	0.05974571734
138	0.05965519667
139	0.05960857773
140	0.05953734042
141	0.05951299217
142	0.05948142845
143	0.05942615072
144	0.05937625311
145	0.05931923703
146	0.05925594413
147	0.05919954726
148	0.05915835567
149	0.05913599434
150	0.059064466
151	0.05897634214
152	0.05891842902
153	0.05888108694
154	0.05880723282
155	0.05874374566
156	0.05868410202
157	0.05864587555
158	0.05859433424
159	0.05853216216
160	0.05852063216
161	0.05850283893
162	0.05844790625
163	0.05841116277
164	0.05838782868
165	0.05834078693
166	0.05829151294
167	0.05822748343
168	0.05818444595
169	0.05815422874
170	0.05813180904
171	0.05810979382
172	0.05809485888
173	0.05807081662
174	0.05803148917
175	0.0579941354
176	0.05795722259
177	0.05790393242
178	0.05788224577
179	0.05785741628
180	0.05784095161
181	0.05780288985
182	0.05779036924
183	0.05774994268
184	0.05771568402
185	0.0576890742
186	0.05767440294
187	0.05765300075
188	0.05759898277
189	0.0575571277
190	0.05752951346
191	0.05751325746
192	0.05748374004
193	0.05745324233
194	0.05745318208
195	0.05744056927
196	0.05737744511
197	0.05736362881
198	0.05733191398
199	0.05731746098
200	0.05729822087
201	0.05725917006
202	0.05724011185
203	0.05719148028
204	0.0571555038
205	0.05712666305
206	0.05710226529
207	0.05707169043
208	0.05704458533
209	0.05702906759
210	0.05699290115
211	0.05695103001
212	0.05692258236
213	0.0568913038
214	0.05686609365
215	0.05685383401
216	0.05683157026
217	0.05680859823
218	0.05678833016
219	0.05677551599
220	0.05674406962
221	0.05671018189
222	0.05667527984
223	0.05665437354
224	0.05663727519
225	0.05662517131
226	0.05658494618
227	0.05657262359
228	0.0565293382
229	0.05651068329
230	0.05644738602
231	0.05642449388
232	0.05641206225
233	0.05639676669
234	0.05638608207
235	0.05637759784
236	0.05636115008
237	0.05632624731
238	0.05629258713
239	0.0562660328
240	0.05625384329
241	0.0561944786
242	0.05617566244
243	0.05614554318
244	0.05612933906
245	0.05610010789
246	0.05608909327
247	0.05606697372
248	0.05604151074
249	0.05601633117
250	0.05601246251
251	0.05600131623
252	0.05596690992
253	0.05593923013
254	0.05591374172
255	0.05590720924
256	0.05588477905
257	0.05586776995
258	0.05580569952
259	0.05579436533
260	0.0557821819
261	0.05575281155
262	0.0557182539
263	0.05570436634
264	0.05569455592
265	0.05568462946
266	0.05566934311
267	0.05563652821
268	0.05562229693
269	0.05560201863
270	0.05559336755
271	0.05557172382
272	0.05554998603
273	0.05553776358
274	0.05551213794
275	0.05550312706
276	0.05547881784
277	0.05545852253
278	0.05544674425
279	0.05543900547
280	0.05542524654
281	0.05540813094
282	0.05538183231
283	0.0553662445
284	0.05535776398
285	0.05533985089
286	0.05532040458
287	0.0553059611
288	0.0552885545
289	0.05527380736
290	0.05526744185
291	0.055246875
292	0.05522163384
293	0.05520213998
294	0.05515610207
295	0.05512897715
296	0.05511824739
297	0.05511346085
298	0.05508588043
299	0.05508078661
300	0.05505166264
301	0.05503668288
302	0.05503089492
303	0.05502037487
304	0.05501477528
305	0.05500263339
306	0.05499945097
307	0.05497540591
308	0.05497462537
309	0.0549453846
310	0.05492775299
311	0.05491822422
312	0.05490916705
313	0.05488984097
314	0.05487292119
315	0.05485245452
316	0.05484629748
317	0.05481783312
318	0.05481086618
319	0.05480687403
320	0.0547822205
321	0.05477690263
322	0.05476733486
323	0.05476366623
324	0.05474498546
325	0.05473533866
326	0.05471929765
327	0.05471201798
328	0.05470750584
329	0.05470309758
330	0.05470199983
331	0.05468698835
332	0.05467759195
333	0.05467651912
334	0.05465816701
335	0.05464756576
336	0.05462743517
337	0.05460261758
338	0.05458236587
339	0.05456392332
340	0.05454697921
341	0.05451962719
342	0.0545158749
343	0.05449872313
344	0.05447352459
345	0.05446738286
346	0.05443999799
347	0.05443477686
348	0.05441903162
349	0.05440227159
350	0.05439897029
351	0.05439763408
352	0.05437497733
353	0.05435878462
354	0.05435634678
